real;sim_0;sim_1;sim_2;sim_3;sim_4;sim_5;sim_6;sim_7;sim_8;sim_9
236815.31;419817.434;20932.357;622540.267;48356.363;8098.807;525366.634;15308.197;48356.363;1144344.1;160414.06
349506.86;;701871.47;;3185.846;2090982.403;;;3185.846;;1675955.1
2155889.673;;10807.463;;10242.046;2348.766;;;;;3027357.706
;;117153.663;;344843.676;1916077.309;;;;;
;;;;1554423.383;;;;;;
3063633.607;3063633.607;3063633.607;3063633.607;3063633.607;3063633.607;3063633.607;3063633.607;3063633.607;3063633.607;3063633.607
316622.21;316622.21;241154.583;228704.14;241154.583;316622.21;241154.583;316622.21;228704.14;316622.21;316622.21
550342.52;270216.537;896509.91;550342.52;10563330.314;550342.52;10563330.314;550342.52;550342.52;473003.377;896509.91
188284.287;110945.144;603842.873;188284.287;;737238.517;;13049154.527;1250513.75;110945.144;13395321.917
3605550.71;2669933.557;374488.903;3733452.517;255892.043;622030.233;87715.236;78794.753;3358009.38;2678854.04;206696.56
58720.823;58720.823;166771.156;451290.4;13387.094;405392.003;4192212.44;8159.083;451290.4;58720.823;127140.407
13002.63;13002.63;212669.553;;442369.917;451290.4;212669.553;405392.003;;13002.63;396471.52
451290.4;451290.4;;;;;;451290.4;;451290.4;451290.4
7155355.053;7155355.053;7155355.053;7155355.053;7155355.053;7155355.053;7155355.053;7155355.053;7155355.053;7155355.053;7155355.053
1409.153;594686.408;;;733029.687;;;12124.933;9528.28;;
78690.837;;;;;;;37770.549;75325.401;;
214518.377;;;;;;;39187.635;;;
86598.233;86598.233;86598.233;86598.233;86598.233;86598.233;86598.233;86598.233;86598.233;86598.233;86598.233
1118375.64;1118375.64;657166.43;1118375.64;657166.43;657166.43;657166.43;1118375.64;1118375.64;1118375.64;1118375.64
7975.61;7975.61;7975.61;7975.61;7975.61;7975.61;7975.61;7975.61;7975.61;7975.61;7975.61
2210972.873;2210972.873;2210972.873;2210972.873;2210972.873;2210972.873;2210972.873;2210972.873;2210972.873;2210972.873;2210972.873
;;3893428.244;;3893428.244;3893428.244;3893428.244;;;;
329626.733;2573586.71;329626.733;329626.733;1070379.683;936470.44;329626.733;936470.44;329626.733;936470.44;2634865.843
49460.05;223389.827;271240.04;37512.217;236307.815;50603.537;76875.877;309818.979;66917.816;77818.084;200699.49
54193.237;61111.433;386285.667;312012.55;60599.655;631917.787;157841.174;52479.136;14731.788;19269.624;43187.203
451955.487;464796.433;26912.314;579147.953;101867.872;233461.787;17033.454;678802.742;415644.558;191344.274;69807.027
